"county"	"party"	"votes"	"p"
"missouri,vernon"	"Democrat"	3381	2.61233673822569e-05
"missouri,warren"	"Democrat"	6705	5.18063230695156e-05
"missouri,washington"	"Democrat"	4711	3.63996402655463e-05
"missouri,wayne"	"Democrat"	2243	1.73305865242242e-05
"missouri,webster"	"Democrat"	5685	4.39252716853387e-05
"missouri,worth"	"Democrat"	427	3.29922445200345e-06
"missouri,wright"	"Democrat"	2557	1.97567141071963e-05
"montana,beaverhead"	"Democrat"	1617	1.24937844002098e-05
"montana,big horn"	"Democrat"	3516	2.71664477125156e-05
"montana,blaine"	"Democrat"	1702	1.31505386822245e-05
"montana,broadwater"	"Democrat"	365	2.82018015218094e-06
"montana,carbon"	"Democrat"	2443	1.88758907172001e-05
"montana,carter"	"Democrat"	111	8.576438271016e-07
"montana,cascade"	"Democrat"	17664	0.000136481266323628
"montana,chouteau"	"Democrat"	1122	8.66915652259456e-06
"montana,custer"	"Democrat"	2267	1.75160230273813e-05
"montana,daniels"	"Democrat"	343	2.65019669095359e-06
"montana,dawson"	"Democrat"	1593	1.23083478970527e-05
"montana,deer lodge"	"Democrat"	3402	2.62856243225193e-05
"montana,fallon"	"Democrat"	318	2.45703366683161e-06
"montana,fergus"	"Democrat"	1933	1.49353650251117e-05
"montana,flathead"	"Democrat"	16138	0.000124690595331222
"montana,gallatin"	"Democrat"	24205	0.000187020439954903
"montana,garfield"	"Democrat"	110	8.4991730613672e-07
"montana,glacier"	"Democrat"	3423	2.64478812627818e-05
"montana,golden valley"	"Democrat"	124	9.5808859964503e-07
"montana,granite"	"Democrat"	601	4.64363909989245e-06
"montana,hill"	"Democrat"	3596	2.77845693897059e-05
"montana,jefferson"	"Democrat"	2582	1.99498771313183e-05
"montana,judith basin"	"Democrat"	397	3.06742882305708e-06
"montana,lake"	"Democrat"	6766	5.22776408483732e-05
"montana,lewis and clark"	"Democrat"	17114	0.000132231679792944
"montana,liberty"	"Democrat"	367	2.8356331941107e-06
"montana,lincoln"	"Democrat"	3025	2.33727259187598e-05
"montana,madison"	"Democrat"	1607	1.2416519190561e-05
"montana,mccone"	"Democrat"	321	2.48021322972625e-06
"montana,meagher"	"Democrat"	298	2.30250324753403e-06
"montana,mineral"	"Democrat"	845	6.528910215323e-06
"montana,missoula"	"Democrat"	36531	0.000282257537368005
"montana,musselshell"	"Democrat"	636	4.91406733366323e-06
"montana,park"	"Democrat"	4173	3.22427719864413e-05
"montana,petroleum"	"Democrat"	68	5.25403425611791e-07
"montana,phillips"	"Democrat"	638	4.92952037559298e-06
"montana,pondera"	"Democrat"	1223	9.44953514004736e-06
"montana,powder river"	"Democrat"	208	1.60711636069489e-06
"montana,powell"	"Democrat"	1021	7.88877790514175e-06
"montana,prairie"	"Democrat"	211	1.63029592358953e-06
"montana,ravalli"	"Democrat"	8400	6.4902776104986e-05
"montana,richland"	"Democrat"	1203	9.29500472074978e-06
"montana,roosevelt"	"Democrat"	2564	1.98107997539505e-05
"montana,rosebud"	"Democrat"	1919	1.48271937316033e-05
"montana,sanders"	"Democrat"	1970	1.52212463008122e-05
"montana,sheridan"	"Democrat"	953	7.36337447952996e-06
"montana,silver bow"	"Democrat"	11676	9.02148587859305e-05
"montana,stillwater"	"Democrat"	1512	1.16824996988975e-05
"montana,sweet grass"	"Democrat"	541	4.18004784199969e-06
"montana,teton"	"Democrat"	1294	9.9981181285538e-06
"montana,toole"	"Democrat"	737	5.69444595111603e-06
"montana,treasure"	"Democrat"	156	1.20533727052117e-06
"montana,valley"	"Democrat"	1645	1.27101269872264e-05
"montana,wheatland"	"Democrat"	289	2.23296455885011e-06
"montana,wibaux"	"Democrat"	146	1.12807206087238e-06
"montana,yellowstone"	"Democrat"	32038	0.000247542278672803
"nebraska,adams"	"Democrat"	4685	3.61987507204594e-05
"nebraska,antelope"	"Democrat"	757	5.84897637041362e-06
"nebraska,arthur"	"Democrat"	39	3.01334317630292e-07
"nebraska,banner"	"Democrat"	62	4.79044299822516e-07
"nebraska,blaine"	"Democrat"	43	3.32240401489809e-07
"nebraska,boone"	"Democrat"	742	5.73307855594043e-06
"nebraska,box butte"	"Democrat"	1886	1.45722185397623e-05
"nebraska,boyd"	"Democrat"	250	1.93163024121982e-06
"nebraska,brown"	"Democrat"	311	2.40294802007746e-06
"nebraska,buffalo"	"Democrat"	5867	4.53314985009468e-05
"nebraska,burt"	"Democrat"	1413	1.09175741233744e-05
"nebraska,butler"	"Democrat"	1190	9.19455994820635e-06
"nebraska,cass"	"Democrat"	4753	3.67241541460712e-05
"nebraska,cedar"	"Democrat"	1190	9.19455994820635e-06
"nebraska,chase"	"Democrat"	341	2.63474364902384e-06
"nebraska,cherry"	"Democrat"	599	4.62818605796269e-06
"nebraska,cheyenne"	"Democrat"	1173	9.0632090918034e-06
"nebraska,clay"	"Democrat"	780	6.02668635260584e-06
"nebraska,colfax"	"Democrat"	1125	8.6923360854892e-06
"nebraska,cuming"	"Democrat"	1274	9.8435877092562e-06
"nebraska,custer"	"Democrat"	1192	9.21001299013611e-06
"nebraska,dakota"	"Democrat"	2994	2.31332037688486e-05
"nebraska,dawes"	"Democrat"	1285	9.92857943986988e-06
"nebraska,dawson"	"Democrat"	2399	1.85359237947454e-05
"nebraska,deuel"	"Democrat"	243	1.87754459446567e-06
"nebraska,dixon"	"Democrat"	946	7.3092888327758e-06
"nebraska,dodge"	"Democrat"	6689	5.16826987340775e-05
"nebraska,douglas"	"Democrat"	116810	0.00090253491390755
"nebraska,dundy"	"Democrat"	218	1.68438157034368e-06
"nebraska,fillmore"	"Democrat"	962	7.43291316821387e-06
"nebraska,franklin"	"Democrat"	442	3.41512226647664e-06
"nebraska,frontier"	"Democrat"	349	2.69655581674287e-06
"nebraska,furnas"	"Democrat"	556	4.29594565647288e-06
"nebraska,gage"	"Democrat"	4473	3.4560728275905e-05
"nebraska,garden"	"Democrat"	283	2.18660543306084e-06
"nebraska,garfield"	"Democrat"	212	1.63802244455441e-06
"nebraska,gosper"	"Democrat"	260	2.00889545086861e-06
"nebraska,grant"	"Democrat"	41	3.16787359560051e-07
"nebraska,greeley"	"Democrat"	458	3.53874660191471e-06
"nebraska,hall"	"Democrat"	7855	6.06918221791268e-05
"nebraska,hamilton"	"Democrat"	1332	1.02917259252192e-05
"nebraska,harlan"	"Democrat"	402	3.10606142788147e-06
"nebraska,hayes"	"Democrat"	85	6.56754282014739e-07
"nebraska,hitchcock"	"Democrat"	346	2.67337625384823e-06
"nebraska,holt"	"Democrat"	1089	8.41418133075354e-06
"nebraska,hooker"	"Democrat"	75	5.79489072365946e-07
"nebraska,howard"	"Democrat"	1083	8.36782220496427e-06
"nebraska,jefferson"	"Democrat"	1520	1.17443118666165e-05
"nebraska,johnson"	"Democrat"	914	7.06204016189967e-06
"nebraska,kearney"	"Democrat"	876	6.76843236523425e-06
"nebraska,keith"	"Democrat"	974	7.52563141979242e-06
"nebraska,keya paha"	"Democrat"	115	8.88549910961118e-07
"nebraska,kimball"	"Democrat"	439	3.39194270358201e-06
"nebraska,knox"	"Democrat"	1255	9.6967838109235e-06
"nebraska,lancaster"	"Democrat"	65734	0.000507895129105375
"nebraska,lincoln"	"Democrat"	5046	3.89880247887809e-05
"nebraska,logan"	"Democrat"	81	6.25848198155222e-07
"nebraska,loup"	"Democrat"	86	6.64480802979618e-07
"nebraska,madison"	"Democrat"	4142	3.200324983653e-05
"nebraska,mcpherson"	"Democrat"	45	3.47693443419568e-07
"nebraska,merrick"	"Democrat"	986	7.61834967137097e-06
"nebraska,morrill"	"Democrat"	557	4.30367217743776e-06
"nebraska,nance"	"Democrat"	549	4.24186000971873e-06
"nebraska,nemaha"	"Democrat"	1240	9.5808859964503e-06
"nebraska,nuckolls"	"Democrat"	657	5.07632427392569e-06
"nebraska,otoe"	"Democrat"	2915	2.25228086126231e-05
"nebraska,pawnee"	"Democrat"	483	3.73190962603669e-06
"nebraska,perkins"	"Democrat"	310	2.39522149911258e-06
"nebraska,phelps"	"Democrat"	1050	8.11284701312325e-06
"nebraska,pierce"	"Democrat"	783	6.04986591550048e-06
"nebraska,platte"	"Democrat"	3796	2.93298735826818e-05
"nebraska,polk"	"Democrat"	668	5.16131600453936e-06
"nebraska,red willow"	"Democrat"	1216	9.39544949329321e-06
"nebraska,richardson"	"Democrat"	1513	1.16902262198624e-05
"nebraska,rock"	"Democrat"	139	1.07398641411822e-06
"nebraska,saline"	"Democrat"	2674	2.06607170600872e-05
"nebraska,sarpy"	"Democrat"	28010	0.000216419852226269
"nebraska,saunders"	"Democrat"	3767	2.91058044747003e-05
"nebraska,scotts bluff"	"Democrat"	4745	3.66623419783522e-05
"nebraska,seward"	"Democrat"	2703	2.08847861680687e-05
"nebraska,sheridan"	"Democrat"	454	3.5078405180552e-06
"nebraska,sherman"	"Democrat"	585	4.52001476445438e-06
"nebraska,sioux"	"Democrat"	117	9.04002952890876e-07
"nebraska,stanton"	"Democrat"	664	5.13040992067985e-06
"nebraska,thayer"	"Democrat"	860	6.64480802979618e-06
"nebraska,thomas"	"Democrat"	51	3.94052569208844e-07
"nebraska,thurston"	"Democrat"	1120	8.6537034806648e-06
"nebraska,valley"	"Democrat"	706	5.45492380120477e-06
"nebraska,washington"	"Democrat"	3711	2.8673119300667e-05
"nebraska,wayne"	"Democrat"	1249	9.65042468513423e-06
"nebraska,webster"	"Democrat"	552	4.26503957261337e-06
"nebraska,wheeler"	"Democrat"	96	7.41746012628411e-07
"nebraska,york"	"Democrat"	1607	1.2416519190561e-05
"nevada,carson city"	"Democrat"	11623	8.9805353174792e-05
"nevada,churchill"	"Democrat"	3494	2.69964642512882e-05
"nevada,clark"	"Democrat"	380765	0.00294198875519226
"nevada,douglas"	"Democrat"	10672	8.24574317371917e-05
"nevada,elko"	"Democrat"	4541	3.50861317015168e-05
"nevada,esmeralda"	"Democrat"	104	8.03558180347446e-07
"nevada,eureka"	"Democrat"	144	1.11261901894262e-06
"nevada,humboldt"	"Democrat"	1909	1.47499285219546e-05
"nevada,lander"	"Democrat"	577	4.45820259673535e-06
"nevada,lincoln"	"Democrat"	518	4.00233785980747e-06
"nevada,lyon"	"Democrat"	8405	6.49414087098104e-05
"nevada,mineral"	"Democrat"	1082	8.36009568399939e-06
"nevada,nye"	"Democrat"	7226	5.58318404922177e-05
"nevada,pershing"	"Democrat"	673	5.19994860936376e-06
"nevada,storey"	"Democrat"	1102	8.51462610329697e-06
"nevada,washoe"	"Democrat"	99671	0.000770110071090483
"nevada,white pine"	"Democrat"	1230	9.50362078680152e-06
"new hampshire,belknap"	"Democrat"	16796	0.000129774646126112
"new hampshire,carroll"	"Democrat"	15221	0.000117605375606428
"new hampshire,cheshire"	"Democrat"	26971	0.000208391996943759
"new hampshire,coos"	"Democrat"	9532	7.36491978372293e-05
"new hampshire,grafton"	"Democrat"	31446	0.000242968178261594
"new hampshire,hillsborough"	"Democrat"	104820	0.000809893927538647
"new hampshire,merrimack"	"Democrat"	45078	0.000348296112054828
"new hampshire,rockingham"	"Democrat"	83723	0.000646887514742588
"new hampshire,strafford"	"Democrat"	37990	0.000293530531455764
"new hampshire,sullivan"	"Democrat"	13249	0.000102368676263686
"new jersey,atlantic"	"Democrat"	67830	0.000524089917047762
"new jersey,bergen"	"Democrat"	225367	0.00174130285029195
"new jersey,burlington"	"Democrat"	131219	0.00101386635449049
"new jersey,camden"	"Democrat"	159259	0.00123051800234571
"new jersey,cape may"	"Democrat"	22893	0.000176883244448981
"new jersey,cumberland"	"Democrat"	34919	0.00026980238557262
"new jersey,essex"	"Democrat"	240306	0.00185672934698628
"new jersey,gloucester"	"Democrat"	77267	0.000597005095393328
"new jersey,hudson"	"Democrat"	154140	0.00119096594152649
"new jersey,hunterdon"	"Democrat"	29776	0.000230064888250246
"new jersey,mercer"	"Democrat"	107926	0.000833892501655562
"new jersey,middlesex"	"Democrat"	193812	0.00149749248124518
"new jersey,monmouth"	"Democrat"	148737	0.00114921954875325
"new jersey,morris"	"Democrat"	112275	0.000867495141331822
"new jersey,ocean"	"Democrat"	110189	0.000851377618599083
"new jersey,passaic"	"Democrat"	113257	0.000875082584919333
"new jersey,salem"	"Democrat"	16044	0.000123964302360523
"new jersey,somerset"	"Democrat"	79321	0.00061287536945519
"new jersey,sussex"	"Democrat"	28840	0.000222832864627119
"new jersey,union"	"Democrat"	141417	0.00109266141529033
"new jersey,warren"	"Democrat"	20628	0.00015938267446353
"new mexico,bernalillo"	"Democrat"	171556	0.00132553103065083
"new mexico,catron"	"Democrat"	664	5.13040992067985e-06
"new mexico,chaves"	"Democrat"	8197	6.33342923491155e-05
"new mexico,colfax"	"Democrat"	3490	2.69655581674287e-05
"new mexico,curry"	"Democrat"	4670	3.60828529059863e-05
"new mexico,de baca"	"Democrat"	359	2.77382102639166e-06
"new mexico,dona ana"	"Democrat"	40282	0.000311239717507267
"new mexico,eddy"	"Democrat"	7351	5.67976556128276e-05
"new mexico,grant"	"Democrat"	8142	6.29093336960471e-05
"new mexico,guadalupe"	"Democrat"	1557	1.2030193142317e-05
"new mexico,harding"	"Democrat"	260	2.00889545086861e-06
"new mexico,hidalgo"	"Democrat"	993	7.67243531812513e-06
"new mexico,lea"	"Democrat"	5108	3.94670690886034e-05
"new mexico,lincoln"	"Democrat"	3535	2.73132516108483e-05
"new mexico,los alamos"	"Democrat"	5824	4.4999258099457e-05
"new mexico,luna"	"Democrat"	4311	3.33090318795946e-05
"new mexico,mckinley"	"Democrat"	16572	0.000128043905429979
"new mexico,mora"	"Democrat"	2168	1.67510974518583e-05
"new mexico,otero"	"Democrat"	8610	6.65253455076106e-05
"new mexico,quay"	"Democrat"	1547	1.19529279326683e-05
"new mexico,rio arriba"	"Democrat"	12703	9.81499958168615e-05
"new mexico,roosevelt"	"Democrat"	2303	1.7794177782117e-05
"new mexico,san juan"	"Democrat"	18028	0.000139293719954844
"new mexico,san miguel"	"Democrat"	10320	7.97376963575542e-05
"new mexico,sandoval"	"Democrat"	32669	0.000252417713401641
"new mexico,santa fe"	"Democrat"	55567	0.000429339590455447
"new mexico,sierra"	"Democrat"	2352	1.81727773093961e-05
"new mexico,socorro"	"Democrat"	4696	3.62837424510731e-05
"new mexico,taos"	"Democrat"	13816	0.000106749613650772
"new mexico,torrance"	"Democrat"	3087	2.38517702185823e-05
"new mexico,union"	"Democrat"	492	3.80144831472061e-06
"new mexico,valencia"	"Democrat"	15366	0.000118725721146335
"new york,albany"	"Democrat"	93937	0.000725806199877865
"new york,allegany"	"Democrat"	7016	5.4209271089593e-05
"new york,bronx"	"Democrat"	338261	0.00261358070810103
"new york,broome"	"Democrat"	47204	0.000364722695626162
"new york,cattaraugus"	"Democrat"	14307	0.000110543335444528
"new york,cayuga"	"Democrat"	18128	0.000140066372051332
"new york,chautauqua"	"Democrat"	29129	0.000225065829185969
"new york,chemung"	"Democrat"	18888	0.00014593852798464
"new york,chenango"	"Democrat"	10100	7.80378617452808e-05
"new york,clinton"	"Democrat"	20216	0.000156199347826
"new york,columbia"	"Democrat"	17556	0.000135646802059421
"new york,cortland"	"Democrat"	11861	9.16442651644332e-05
"new york,delaware"	"Democrat"	9462	7.31083413696878e-05
"new york,dutchess"	"Democrat"	71060	0.000549046579764322
"new york,erie"	"Democrat"	256299	0.0019802995967776
"new york,essex"	"Democrat"	10390	8.02785528250958e-05
"new york,franklin"	"Democrat"	10571	8.16770531197389e-05
"new york,fulton"	"Democrat"	9695	7.49086207545047e-05
"new york,genesee"	"Democrat"	10762	8.31528186240309e-05
"new york,greene"	"Democrat"	9850	7.6106231504061e-05
"new york,hamilton"	"Democrat"	1225	9.46498818197712e-06
"new york,herkimer"	"Democrat"	12094	9.344454454925e-05
"new york,jefferson"	"Democrat"	18166	0.000140359979847997
"new york,kings"	"Democrat"	603525	0.00466314856532877
"new york,lewis"	"Democrat"	4986	3.85244335308881e-05
"new york,livingston"	"Democrat"	13655	0.000105505643775427
"new york,madison"	"Democrat"	14692	0.000113518046016006
"new york,monroe"	"Democrat"	207371	0.00160225637900798
"new york,montgomery"	"Democrat"	9080	7.01568103611039e-05
"new york,nassau"	"Democrat"	342185	0.00264389957636722
"new york,new york"	"Democrat"	572370	0.00442242880466796
"new york,niagara"	"Democrat"	47303	0.000365487621201685
"new york,oneida"	"Democrat"	43506	0.000336150021098038
"new york,onondaga"	"Democrat"	129317	0.000999170511615294
"new york,ontario"	"Democrat"	25103	0.000193958855781365
"new york,orange"	"Democrat"	78326	0.000605187481095135
"new york,orleans"	"Democrat"	6614	5.11032096617116e-05
"new york,oswego"	"Democrat"	24777	0.000191440009946814
"new york,otsego"	"Democrat"	13570	0.000104848889493412
"new york,putnam"	"Democrat"	21613	0.000166993297613936
"new york,queens"	"Democrat"	480692	0.00371407681564975
"new york,rensselaer"	"Democrat"	39753	0.000307152387916846
"new york,richmond"	"Democrat"	79311	0.000612798104245541
"new york,rockland"	"Democrat"	69543	0.0005373254474606
"new york,saratoga"	"Democrat"	56645	0.000437668780055587
"new york,schenectady"	"Democrat"	38611	0.000298328700974954
"new york,schoharie"	"Democrat"	6009	4.64286644779596e-05
"new york,schuyler"	"Democrat"	3933	3.03884069548702e-05
"new york,seneca"	"Democrat"	7422	5.7346238601334e-05
"new york,st lawrence"	"Democrat"	23706	0.000183164905993428
"new york,steuben"	"Democrat"	17148	0.00013249438150575
"new york,suffolk"	"Democrat"	346549	0.00267761811385795
"new york,sullivan"	"Democrat"	16850	0.000130191878258216
"new york,tioga"	"Democrat"	10172	7.8594171254752e-05
"new york,tompkins"	"Democrat"	29826	0.00023045121429849
"new york,ulster"	"Democrat"	54320	0.000419704618812243
"new york,warren"	"Democrat"	16281	0.0001257954878292
"new york,washington"	"Democrat"	12741	9.8443603613527e-05
"new york,wayne"	"Democrat"	18184	0.000140499057225365
"new york,westchester"	"Democrat"	261810	0.00202288045381505
"new york,wyoming"	"Democrat"	6379	4.9287477234965e-05
"new york,yates"	"Democrat"	4890	3.77826875182597e-05
"north carolina,alamance"	"Democrat"	28918	0.000223435533262379
"north carolina,alexander"	"Democrat"	5167	3.99229338255313e-05
"north carolina,alleghany"	"Democrat"	2021	1.5615298870021e-05
"north carolina,anson"	"Democrat"	6456	4.98824193492607e-05
"north carolina,ashe"	"Democrat"	4872	3.76436101408919e-05
"north carolina,avery"	"Democrat"	2178	1.68283626615071e-05
"north carolina,beaufort"	"Democrat"	9454	7.30465292019688e-05
"north carolina,bertie"	"Democrat"	6365	4.91793059414566e-05
"north carolina,bladen"	"Democrat"	7853	6.0676369137197e-05
"north carolina,brunswick"	"Democrat"	21331	0.00016481441870184
"north carolina,buncombe"	"Democrat"	69716	0.000538662135587524
"north carolina,burke"	"Democrat"	14901	0.000115132888897666
"north carolina,cabarrus"	"Democrat"	31546	0.000243740830358082
"north carolina,caldwell"	"Democrat"	12081	9.33440997767066e-05
"north carolina,camden"	"Democrat"	1597	1.23392539809122e-05
"north carolina,carteret"	"Democrat"	11130	8.59961783391064e-05
"north carolina,caswell"	"Democrat"	5545	4.28435587502556e-05
"north carolina,catawba"	"Democrat"	25656	0.000198231621874943
"north carolina,chatham"	"Democrat"	17862	0.000138011117474674
"north carolina,cherokee"	"Democrat"	3785	2.92448818520681e-05
"north carolina,chowan"	"Democrat"	3688	2.84954093184748e-05
"north carolina,clay"	"Democrat"	1734	1.33977873531007e-05
"north carolina,cleveland"	"Democrat"	17363	0.000134155583513199
"north carolina,columbus"	"Democrat"	11076	8.5578946207003e-05
"north carolina,craven"	"Democrat"	19352	0.000149523633712344
"north carolina,cumberland"	"Democrat"	74693	0.000577117030429728
"north carolina,currituck:main"	"Democrat"	3737	2.88740088457539e-05
"north carolina,dare"	"Democrat"	8074	6.23839302704353e-05
"north carolina,davidson"	"Democrat"	22433	0.000173329044805137
"north carolina,davie"	"Democrat"	6178	4.77344465210242e-05
"north carolina,duplin"	"Democrat"	8958	6.92141748033886e-05
"north carolina,durham"	"Democrat"	103456	0.000799354952942551
"north carolina,edgecombe"	"Democrat"	17403	0.000134464644351794
"north carolina,forsyth"	"Democrat"	91085	0.00070377016208603
"north carolina,franklin"	"Democrat"	13085	0.000101101526825445
"north carolina,gaston"	"Democrat"	31384	0.000242489133961771
"north carolina,gates"	"Democrat"	2830	2.18660543306084e-05
"north carolina,graham"	"Democrat"	1265	9.7740490205723e-06
"north carolina,granville"	"Democrat"	13074	0.000101016535094832
"north carolina,greene"	"Democrat"	3796	2.93298735826818e-05
"north carolina,guilford"	"Democrat"	142101	0.00109794635563031
"north carolina,halifax"	"Democrat"	16047	0.000123987481923418
"north carolina,harnett"	"Democrat"	16785	0.000129689654395499
"north carolina,haywood"	"Democrat"	12730	9.83586118829133e-05
"north carolina,henderson"	"Democrat"	20082	0.000155163994016706
"north carolina,hertford"	"Democrat"	7513	5.80493520091381e-05
"north carolina,hoke"	"Democrat"	9227	7.12926089429412e-05
"north carolina,hyde"	"Democrat"	1241	9.5886125174152e-06
"north carolina,iredell"	"Democrat"	27318	0.000211073099718572
"north carolina,jackson"	"Democrat"	8766	6.77306827781318e-05
"north carolina,johnston"	"Democrat"	26795	0.00020703212925394
"north carolina,jones"	"Democrat"	2378	1.83736668544829e-05
"north carolina,lee"	"Democrat"	10784	8.33228020852582e-05
"north carolina,lenoir"	"Democrat"	13378	0.000103365397468155
"north carolina,lincoln"	"Democrat"	11713	9.0500740061631e-05
"north carolina,macon"	"Democrat"	6620	5.11495687875009e-05
"north carolina,madison"	"Democrat"	5026	3.88334943694833e-05
"north carolina,martin"	"Democrat"	6539	5.05237205893456e-05
"north carolina,mcdowell"	"Democrat"	6571	5.07709692602218e-05
"north carolina,mecklenburg"	"Democrat"	253958	0.00196221181119881
"north carolina,mitchell"	"Democrat"	2238	1.72919539193998e-05
"north carolina,montgomery"	"Democrat"	4926	3.80608422729954e-05
"north carolina,moore"	"Democrat"	17624	0.000136172205485032
"north carolina,nash"	"Democrat"	23099	0.000178474907767747
"north carolina,new hanover"	"Democrat"	49145	0.000379719872818992
"north carolina,northampton"	"Democrat"	6903	5.33361742205617e-05
"north carolina,onslow"	"Democrat"	19499	0.000150659432294181
"north carolina,orange"	"Democrat"	53806	0.000415733187036295
"north carolina,pamlico"	"Democrat"	2838	2.19278664983274e-05
"north carolina,pasquotank"	"Democrat"	10272	7.936682335124e-05
"north carolina,pender"	"Democrat"	9907	7.65466431990591e-05
"north carolina,perquimans"	"Democrat"	2772	2.14179161146454e-05
"north carolina,person"	"Democrat"	8446	6.52581960693704e-05
"north carolina,pitt"	"Democrat"	40501	0.000312931825598576
"north carolina,polk"	"Democrat"	4396	3.39657861616093e-05
"north carolina,randolph"	"Democrat"	16414	0.000126823115117529
"north carolina,richmond"	"Democrat"	9713	7.50476981318725e-05
"north carolina,robeson"	"Democrat"	23058	0.000178158120408187
"north carolina,rockingham"	"Democrat"	17255	0.000133321119248992
"north carolina,rowan"	"Democrat"	23391	0.000180731051889491
"north carolina,rutherford"	"Democrat"	9641	7.44913886224012e-05
"north carolina,sampson"	"Democrat"	11836	9.14511021403112e-05
"north carolina,scotland"	"Democrat"	8151	6.2978872384731e-05
"north carolina,stanly"	"Democrat"	8878	6.85960531261983e-05
"north carolina,stokes"	"Democrat"	6875	5.31198316335451e-05
"north carolina,surry"	"Democrat"	10475	8.09353071071105e-05
"north carolina,swain"	"Democrat"	2806	2.16806178274513e-05
"north carolina,transylvania"	"Democrat"	7275	5.62104400194968e-05
"north carolina,tyrrell"	"Democrat"	933	7.20884406023237e-06
"north carolina,union"	"Democrat"	31189	0.00024098246237362
"north carolina,vance"	"Democrat"	13166	0.000101727375023601
"north carolina,wake"	"Democrat"	250891	0.00193851457139953
"north carolina,warren"	"Democrat"	7086	5.47501275571346e-05
"north carolina,washington"	"Democrat"	3748	2.89590005763676e-05
"north carolina,watauga"	"Democrat"	14558	0.000112482692206713
"north carolina,wayne"	"Democrat"	22671	0.000175167956794778
"north carolina,wilkes"	"Democrat"	8934	6.90287383002315e-05
"north carolina,wilson"	"Democrat"	19652	0.000151841590001808
"north carolina,yadkin"	"Democrat"	4527	3.49779604080085e-05
"north carolina,yancey"	"Democrat"	4486	3.46611730484485e-05
"north dakota,adams"	"Democrat"	435	3.36103661972249e-06
"north dakota,barnes"	"Democrat"	2741	2.11783939647341e-05
"north dakota,benson"	"Democrat"	1569	1.21229113938956e-05
"north dakota,billings"	"Democrat"	114	8.80823389996238e-07
"north dakota,bottineau"	"Democrat"	1387	1.07166845782876e-05
"north dakota,bowman"	"Democrat"	478	3.6932770212123e-06
"north dakota,burke"	"Democrat"	286	2.20978499595548e-06
"north dakota,burleigh"	"Democrat"	15600	0.000120533727052117
"north dakota,cass"	"Democrat"	37622	0.000290687171740688
"north dakota,cavalier"	"Democrat"	930	7.18566449733773e-06
"north dakota,dickey"	"Democrat"	1044	8.06648788733397e-06
"north dakota,divide"	"Democrat"	464	3.58510572770399e-06
"north dakota,dunn"	"Democrat"	527	4.07187654849138e-06
"north dakota,eddy"	"Democrat"	583	4.50456172252462e-06
"north dakota,emmons"	"Democrat"	546	4.21868044682409e-06
"north dakota,foster"	"Democrat"	687	5.30811990287207e-06
"north dakota,golden valley"	"Democrat"	210	1.62256940262465e-06
"north dakota,grand forks"	"Democrat"	16104	0.000124427893618416
"north dakota,grant"	"Democrat"	280	2.1634258701662e-06
"north dakota,griggs"	"Democrat"	598	4.62045953699781e-06
"north dakota,hettinger"	"Democrat"	406	3.13696751174099e-06
"north dakota,kidder"	"Democrat"	422	3.26059184717906e-06
"north dakota,la moure"	"Democrat"	868	6.70662019751522e-06
"north dakota,logan"	"Democrat"	299	2.31022976849891e-06
"north dakota,mchenry"	"Democrat"	981	7.57971706654658e-06
"north dakota,mcintosh"	"Democrat"	579	4.47365563866511e-06
"north dakota,mckenzie"	"Democrat"	933	7.20884406023237e-06
"north dakota,mclean"	"Democrat"	1867	1.44254146414296e-05
"north dakota,mercer"	"Democrat"	1476	1.14043449441618e-05
"north dakota,morton"	"Democrat"	5079	3.92429999806219e-05
"north dakota,mountrail"	"Democrat"	1477	1.14120714651267e-05
"north dakota,nelson"	"Democrat"	907	7.00795451514551e-06
"north dakota,oliver"	"Democrat"	332	2.56520496033992e-06
"north dakota,pembina"	"Democrat"	1494	1.15434223215297e-05
"north dakota,pierce"	"Democrat"	792	6.1194046041844e-06
"north dakota,ramsey"	"Democrat"	2314	1.78791695127307e-05
"north dakota,ransom"	"Democrat"	1371	1.05930602428495e-05
"north dakota,renville"	"Democrat"	505	3.90189308726404e-06
"north dakota,richland"	"Democrat"	3513	2.71432681496209e-05
"north dakota,rolette"	"Democrat"	3403	2.62933508434842e-05
"north dakota,sargent"	"Democrat"	1115	8.6150708758404e-06
"north dakota,sheridan"	"Democrat"	229	1.76937330095736e-06
"north dakota,sioux"	"Democrat"	1145	8.84686650478678e-06
"north dakota,slope"	"Democrat"	106	8.19011222277204e-07
"north dakota,stark"	"Democrat"	3802	2.9376232708471e-05
"north dakota,steele"	"Democrat"	614	4.74408387243588e-06
"north dakota,stutsman"	"Democrat"	4056	3.13387690335504e-05
"north dakota,towner"	"Democrat"	621	4.79816951919004e-06
"north dakota,traill"	"Democrat"	2136	1.65038487809822e-05
"north dakota,walsh"	"Democrat"	2325	1.79641612433443e-05
"north dakota,ward"	"Democrat"	10144	7.83778286677355e-05
"north dakota,wells"	"Democrat"	841	6.49800413146348e-06
"north dakota,williams"	"Democrat"	2921	2.25691677384124e-05
"ohio,adams"	"Democrat"	4170	3.22195924235466e-05
"ohio,allen"	"Democrat"	19522	0.000150837142276373
"ohio,ashland"	"Democrat"	9300	7.18566449733773e-05
"ohio,ashtabula"	"Democrat"	25027	0.000193371640188034
"ohio,athens"	"Democrat"	20722	0.000160108967434229
